id,min_et,min_st,min_rt,min_lf,min_vol
14752,11,2,8,68,1
14753,34,2,2,232,9
14754,34,2,2,227,1
14755,50,4,2,374,3
14756,34,2,2,232,20
14757,20,1,2,134,1
14758,11,2,8,68,1
14759,20,1,2,134,1
14760,11,1,8,52,3
14761,34,2,2,232,1
14762,11,1,6,54,1
14763,34,2,2,232,1
14764,11,1,8,155,1
14765,11,1,8,71,2
14766,34,2,2,232,1
14767,11,1,8,54,5
14768,11,1,8,54,1
14769,34,2,2,232,2
14770,20,1,2,134,1
14771,15,2,8,68,2
14772,34,2,2,227,1
14773,20,1,2,134,1
14774,11,1,8,80,1
14775,11,1,8,44,1
14776,34,2,2,232,5
14777,11,1,8,54,5
14778,11,1,4,47,1
14779,11,1,8,71,1
14780,11,2,7,75,1
14781,35,4,2,312,1
14782,54,5,2,360,1
14783,15,1,2,82,2
14784,34,2,2,232,1
14785,23,4,7,223,1
14786,34,2,2,230,1
14787,15,2,8,80,1
14788,42,1,2,283,6
14789,11,1,8,54,1
14790,20,1,2,219,1
14791,34,2,2,227,1
14792,11,1,6,68,1
14793,11,1,8,82,7
14794,34,2,2,232,16
14795,34,2,2,232,7
14796,11,1,2,44,1
14797,34,2,2,233,1
14798,11,1,8,42,1
14799,11,2,8,44,1
14800,15,2,2,82,1
14801,34,2,2,232,1
14802,34,2,2,229,1
14803,34,2,2,233,1
14804,11,1,2,29,1
14805,34,2,2,227,1
14806,11,1,8,70,1
14807,11,1,8,55,2
14808,11,1,8,55,2
14809,15,1,8,82,72
14810,11,1,8,82,27
14811,11,1,8,54,1
14812,42,1,2,283,1
14813,34,2,2,232,2
14814,34,2,2,232,1
14815,11,1,8,54,1
14816,11,2,8,54,1
14817,11,1,6,68,1
14818,11,1,6,54,4
14819,34,2,2,235,58
14820,10,1,3,35,1
14821,35,4,2,312,1
14822,11,1,8,54,1
14823,34,2,2,232,1
14824,11,1,8,54,4
14825,11,1,8,73,5
14826,34,2,2,229,1
14827,15,2,8,82,3
14828,34,2,2,232,1
14829,34,2,2,232,1
14830,11,1,8,54,2
14831,34,2,2,232,2
14832,11,1,8,73,3
14833,20,1,2,219,1
14834,11,1,7,75,1
14835,11,1,8,54,2
14836,20,1,2,134,2
14837,15,2,8,80,1
14838,11,1,8,80,5
14839,34,2,2,227,1
14840,15,2,8,82,3
14841,11,2,8,55,6
14842,20,1,2,134,2
14843,20,1,2,134,1
14844,11,1,2,53,1
14845,20,1,2,134,1
14846,42,1,2,283,3
14847,34,2,2,233,1
14848,11,2,8,44,1
14849,11,1,4,54,3
14850,20,1,2,134,1
14851,11,1,8,73,19
14852,20,1,2,134,1
14853,34,2,2,234,40
14854,34,2,2,232,6
14855,34,2,2,232,1
14856,11,1,8,56,2
14857,42,1,2,283,3
14858,2,1,8,1,1
14859,34,2,2,232,6
14860,11,1,8,80,1
14861,34,2,2,227,2
14862,11,1,2,71,1
14863,34,2,2,229,37
14864,11,1,2,73,1
14865,34,2,2,130,1
14866,34,2,2,227,2
14867,11,1,8,54,1
14868,15,2,8,82,2
14869,34,2,2,227,1
14870,34,2,2,229,1
14871,11,2,2,44,1
14872,15,2,8,80,1
14873,15,2,8,82,60
14874,11,1,8,68,1
14875,11,1,8,54,1
14876,15,2,8,80,2
14877,11,1,8,54,4
14878,20,1,2,134,1
14879,34,2,2,228,1
14880,11,1,8,195,1
14881,15,2,8,82,2
14882,11,1,8,70,2
14883,34,2,2,232,2
14884,11,1,6,68,2
14885,11,2,8,73,1
14886,34,2,2,232,2
14887,11,1,6,68,1
14888,34,2,2,232,24
14889,11,1,8,54,1
14890,11,1,8,54,3
14891,20,1,2,134,1
14892,34,2,2,232,11
14893,11,1,7,47,1
14894,11,1,8,55,2
14895,11,1,4,47,1
14896,34,2,2,229,7
14897,11,2,8,68,1
14898,35,4,2,312,1
14899,11,1,8,80,1
14900,11,1,8,71,26
14901,34,2,2,227,4
14902,11,1,8,62,1
14903,20,1,2,134,1
14904,35,4,2,358,1
14905,34,2,2,228,1
14906,54,4,2,360,5
14907,15,2,8,82,54
14908,11,1,8,56,1
14909,11,1,8,54,2
14910,42,1,2,283,2
14911,11,1,8,81,13
14912,34,2,2,227,1
14913,11,1,8,55,1
14914,34,2,2,232,1
14915,11,1,8,55,1
14916,11,1,8,54,2
14917,13,1,6,345,1
14918,11,1,8,71,7
14919,34,2,2,232,2
14920,11,1,2,160,1
14921,20,1,2,134,1
14922,11,1,2,134,1
14923,15,2,8,82,14
14924,15,2,8,82,18
14925,11,1,8,80,2
14926,11,2,2,160,1
14927,34,2,2,232,28
14928,15,2,8,80,6
14929,11,4,8,73,1
14930,11,1,8,54,2
14931,15,2,8,82,6
14932,34,2,2,232,1
14933,15,2,8,82,5
14934,11,1,8,81,4
14935,34,2,2,230,1
14936,34,2,2,232,6
14937,20,1,2,134,1
14938,13,1,6,273,1
14939,15,2,8,82,2
14940,11,1,8,71,2
14941,11,1,6,68,1
14942,42,1,2,283,6
14943,34,2,2,227,1
14944,11,1,8,73,1
14945,34,2,2,232,2
14946,11,1,8,54,2
14947,34,2,2,229,3
14948,11,1,8,54,2
14949,11,1,8,170,1
14950,42,1,2,283,2
14951,34,2,2,232,1
14952,11,1,8,71,1
14953,11,1,8,54,161
14954,11,1,8,54,13
14955,34,2,2,233,1
14956,11,1,8,71,4
14957,11,1,8,54,4
14958,35,4,2,315,1
14959,34,2,2,227,1
14960,34,2,2,232,1
14961,15,2,8,82,9
14962,34,2,2,232,47
14963,11,1,8,68,1
14964,15,2,8,80,1
14965,15,1,2,68,1
14966,35,4,2,312,1
14967,11,1,8,54,2
14968,34,2,2,227,2
14969,34,2,2,227,1
14970,11,1,2,44,4
14971,34,2,2,232,1
14972,42,4,2,368,1
14973,20,1,2,134,1
14974,15,1,8,56,1
14975,20,1,2,134,1
14976,11,1,8,73,41
14977,20,1,2,134,1
14978,34,2,2,228,5
14979,50,1,2,289,1
14980,35,4,2,301,1
14981,34,2,2,227,1
14982,34,2,2,227,1
14983,11,2,8,54,1
14984,15,2,8,82,6
14985,11,1,6,54,1
14986,11,2,8,73,7
14987,11,1,8,71,4
14988,34,2,2,232,1
14989,34,2,2,232,2
14990,11,1,8,71,1
14991,6,1,1,80,4
14992,15,2,8,82,1
14993,15,2,8,82,4
14994,11,2,8,55,1
14995,34,2,2,232,1
14996,11,1,8,74,1
14997,15,2,8,80,2
14998,15,2,8,71,1
14999,34,2,2,232,8
15000,11,1,8,71,1
15001,15,2,8,82,4
15002,21,1,2,135,1
15003,11,1,8,201,1
15004,34,2,2,233,1
15005,20,1,2,134,1
15006,15,2,8,82,6
15007,11,2,8,54,1
15008,34,2,2,232,9
15009,11,1,8,71,9
15010,15,2,8,82,3
15011,11,1,8,54,1
15012,11,1,8,73,83
15013,15,2,8,71,2
15014,34,2,2,232,1
15015,34,2,2,232,1
15016,20,1,2,134,1
15017,15,2,8,82,7
15018,34,2,2,232,1
15019,35,4,2,307,1
15020,20,1,2,134,1
15021,11,1,8,66,7
15022,8,1,2,134,10
15023,11,1,6,68,1
15024,20,1,2,134,1
15025,11,1,8,170,2
15026,11,2,8,54,2
15027,15,1,8,82,10
15028,11,1,6,54,2
15029,15,2,8,71,1
15030,11,1,8,82,6
15031,11,1,8,71,4
15032,11,1,8,70,3
15033,34,2,2,232,1
15034,21,1,2,135,1
15035,34,2,2,232,1
15036,42,1,2,283,1
15037,20,1,2,134,1
15038,35,4,2,307,1
15039,20,1,2,134,1
15040,11,1,8,45,1
15041,11,1,8,73,24
15042,34,2,2,232,29
15043,15,2,8,56,1
15044,10,1,3,38,1
15045,11,1,8,70,3
15046,7,1,1,135,1
15047,11,1,8,54,1
15048,34,2,2,232,2
15049,34,2,2,232,2
15050,15,2,8,82,8
15051,34,2,2,232,30
15052,34,2,2,232,93
15053,11,1,8,70,7
15054,11,1,8,56,2
15055,20,1,2,134,1
15056,34,2,2,233,1
15057,15,2,8,82,4
15058,34,2,2,232,5
15059,11,1,8,182,1
15060,11,1,8,54,1
15061,34,2,2,227,1
15062,11,1,8,82,11
15063,11,1,8,68,2
15064,34,2,2,233,1
15065,34,2,2,232,11
15066,34,2,2,228,2
15067,15,2,8,80,1
15068,34,2,2,232,1
15069,11,1,8,71,4
15070,34,2,2,232,16
15071,11,1,8,54,2
15072,15,2,8,82,2
15073,34,2,2,232,13
15074,34,2,2,229,21
15075,11,1,8,54,5
15076,15,2,8,82,1
15077,11,1,8,71,3
15078,34,2,2,233,1
15079,21,1,2,135,1
15080,20,1,2,134,1
15081,11,1,8,80,3
15082,34,2,2,232,2
15083,11,1,8,71,1
15084,11,1,8,62,1
15085,15,2,8,82,21
15086,11,1,8,155,1
15087,11,1,8,68,1
15088,15,2,8,82,2
15089,15,2,8,71,2
15090,11,1,8,71,9
15091,34,2,2,229,2
15092,11,1,8,70,5
15093,11,1,8,41,1
15094,34,2,2,235,283
15095,20,1,2,134,1
15096,20,1,2,134,1
15097,11,2,4,54,1
15098,20,1,2,134,1
15099,15,2,8,68,1
15100,11,1,7,54,1
15101,34,2,2,235,49
15102,15,2,8,80,3
15103,34,2,2,233,1
15104,15,2,8,71,2
15105,11,2,7,75,1
15106,15,2,8,82,3
15107,15,2,8,80,3
15108,11,2,8,55,1
15109,35,4,2,308,1
15110,15,2,8,71,1
15111,11,1,8,54,1
15112,35,4,2,312,1
15113,11,1,8,73,1
15114,34,2,2,232,1
15115,34,2,2,232,1
15116,15,2,8,71,2
15117,34,2,2,233,4
15118,11,1,8,54,2
15119,11,2,8,44,1
15120,29,1,9,132,2
15121,11,1,8,73,2
15122,11,1,8,81,2
15123,11,2,8,73,5
15124,15,2,8,82,1
15125,34,2,2,232,2
15126,35,4,2,312,3
15127,35,4,2,301,1
15128,15,1,2,82,4
15129,11,1,8,68,1
15130,11,1,8,71,2
15131,34,2,2,229,2
15132,13,1,6,273,1
15133,11,1,8,73,1
15134,11,1,8,80,2
15135,34,2,2,235,281
15136,34,2,2,228,1
15137,34,2,2,232,1
15138,11,1,8,73,9
15139,11,1,8,71,6
15140,11,2,2,191,2
15141,11,1,8,81,2
15142,34,2,2,232,2
15143,34,2,2,232,2
15144,11,1,8,71,1
15145,15,2,8,71,1
15146,23,4,7,306,4
15147,11,1,8,71,1
15148,3,1,8,55,1
15149,35,4,2,301,1
15150,11,2,4,54,3
15151,34,2,2,232,8
15152,11,1,8,62,1
15153,15,2,8,80,1
15154,34,2,2,232,1
15155,20,1,2,134,1
15156,34,2,2,228,1
15157,11,1,8,73,2
15158,11,2,8,68,1
15159,11,1,4,47,2
15160,11,1,8,41,1
15161,11,1,8,68,1
15162,20,1,2,134,1
15163,11,1,8,51,1
15164,11,2,8,73,2
15165,34,2,2,229,1
15166,11,1,8,81,2
15167,34,2,2,232,25
15168,20,1,2,134,1
15169,11,1,8,155,1
15170,11,2,8,54,1
15171,11,1,8,80,3
15172,11,1,8,54,1
15173,11,2,8,68,2
15174,11,1,8,71,1
15175,34,2,2,232,1
15176,11,1,8,71,3
15177,11,1,8,54,1
15178,34,2,2,232,1
15179,34,2,2,232,6
15180,54,4,2,360,4
15181,10,1,2,35,1
15182,15,2,8,71,2
15183,11,1,8,54,1
15184,42,1,2,33,1
15185,34,2,2,232,2
15186,34,2,2,232,35
15187,11,2,8,68,6
15188,13,1,6,245,1
15189,11,1,8,55,1
15190,11,1,8,56,1
15191,11,2,8,70,1
15192,15,2,8,80,5
15193,11,1,8,70,1
15194,34,2,2,232,1
15195,11,1,8,71,1
15196,35,4,2,312,1
15197,15,2,8,68,3
15198,47,4,2,288,1
15199,11,1,2,70,1
15200,11,2,2,55,1
15201,15,2,8,82,10
15202,42,4,2,368,1
15203,11,1,8,71,5
15204,11,1,8,71,2
15205,34,2,2,229,3
15206,11,1,8,170,1
15207,11,1,6,54,1
15208,34,2,2,233,1
15209,11,1,8,71,2
15210,11,2,4,54,2
15211,11,2,8,73,2
15212,34,2,2,229,1
15213,11,1,8,56,1
15214,54,4,2,360,2
15215,34,2,2,232,3
15216,11,1,6,68,4
15217,34,2,2,232,37
15218,11,1,8,71,4
15219,20,1,2,134,1
15220,20,1,2,134,1
15221,11,1,8,54,1
15222,11,2,7,87,1
15223,34,2,2,233,17
15224,15,2,8,82,28
15225,20,1,2,134,1
15226,20,1,2,134,1
15227,11,1,8,54,4
15228,11,1,8,55,1
15229,11,1,8,55,1
15230,20,1,2,134,1
15231,20,1,2,134,1
15232,20,1,2,134,1
15233,15,2,8,82,2
15234,34,2,2,232,2
15235,34,2,2,227,1
15236,34,2,2,229,9
15237,10,5,3,35,1
15238,34,2,2,232,48
15239,11,1,8,70,9
15240,34,2,2,227,1
15241,11,2,2,44,1
15242,34,2,2,227,1
15243,20,1,2,134,1
15244,34,2,2,227,1
15245,34,2,2,235,1
15246,26,5,9,349,1
15247,11,1,8,71,1
15248,11,1,8,70,3
15249,11,1,8,51,1
15250,11,1,8,56,2
15251,11,1,8,71,1
15252,11,1,8,71,2
15253,11,1,2,71,2
15254,34,2,2,232,1
15255,34,2,2,232,1
15256,11,1,8,80,3
15257,11,1,8,54,3
15258,11,2,8,54,1
15259,34,2,2,232,1
15260,35,4,2,301,2
15261,20,1,2,132,2
15262,34,2,2,228,1
15263,20,1,2,134,1
15264,11,1,6,54,1
15265,11,1,8,68,2
15266,11,1,8,55,2
15267,34,2,2,232,22
15268,34,2,2,235,1
15269,34,2,2,232,1
15270,11,1,8,71,6
15271,34,2,2,227,1
15272,20,1,2,134,1
15273,11,1,8,80,3
15274,11,1,8,80,1
15275,11,2,8,73,8
15276,11,1,6,68,1
15277,11,1,8,73,4
15278,20,1,2,134,1
15279,34,2,2,229,8
15280,20,1,2,134,1
15281,11,1,8,54,31
15282,34,2,2,229,44
15283,11,1,8,54,1
15284,11,1,8,82,7
15285,34,2,2,233,2
15286,34,2,2,232,1
15287,11,2,8,54,1
15288,11,2,8,68,2
15289,20,1,2,134,1
15290,34,2,2,232,4
15291,34,2,2,232,2
15292,34,2,2,232,1
15293,20,1,2,134,1
15294,11,1,8,82,5
15295,11,1,8,54,2
15296,34,2,2,229,1
15297,11,1,2,73,1
15298,11,1,8,68,2
15299,11,1,2,44,1
15300,20,1,2,134,1
15301,11,1,2,134,1
15302,2,1,8,2,1
15303,11,1,8,71,1
15304,15,2,8,82,12
15305,11,1,8,54,1
15306,11,1,8,54,1
15307,34,2,2,229,45
15308,11,1,4,14,1
15309,21,1,2,135,1
15310,11,1,6,54,1
15311,20,1,2,134,1
15312,11,1,8,82,16
15313,34,2,2,227,1
15314,15,2,8,82,2
15315,34,2,2,228,24
15316,15,2,8,71,2
15317,11,1,8,73,26
15318,11,1,2,160,1
15319,34,2,2,227,1
15320,34,2,2,232,2
15321,15,2,8,71,1
15322,20,1,2,134,1
15323,15,2,8,82,3
15324,15,2,8,56,1
15325,11,1,8,56,1
15326,15,2,8,82,31
15327,11,4,8,70,2
15328,11,1,8,161,1
15329,11,1,2,55,2
15330,11,1,8,81,2
15331,11,1,8,63,1
15332,34,2,2,232,4
15333,35,4,2,95,1
15334,34,2,2,228,1
15335,11,1,8,54,2
15336,34,2,2,232,3
15337,11,1,8,68,2
15338,11,1,2,55,2
15339,11,1,8,71,1
15340,11,1,8,73,1
15341,34,2,2,232,4
15342,34,2,2,227,1
15343,15,2,8,71,1
15344,34,2,2,232,1
15345,34,2,2,229,34
15346,11,1,8,73,2
15347,15,2,8,82,6
15348,34,2,2,228,1
15349,34,2,2,232,3
15350,15,2,8,76,1
15351,11,1,2,44,5
15352,34,2,2,232,18
15353,34,2,2,233,1
15354,34,2,2,229,1
15355,10,5,3,153,2
15356,11,1,8,56,1
15357,11,1,7,47,1
15358,11,1,8,68,1
15359,11,1,8,54,1
15360,11,1,8,54,1
15361,34,2,2,232,1
15362,15,2,8,80,3
15363,35,4,2,312,2
15364,11,1,8,55,1
15365,34,2,2,227,2
15366,34,2,2,232,2
15367,15,2,8,82,10
15368,11,1,8,54,24
15369,15,2,8,80,1
15370,11,1,8,171,3
15371,15,2,8,80,1
15372,34,2,2,229,2
15373,11,1,8,54,2
15374,34,2,2,232,3
15375,11,1,8,73,1
15376,42,4,2,368,1
15377,34,2,2,234,15
15378,34,2,2,232,1
15379,34,2,2,232,1
15380,11,1,2,44,3
15381,15,2,8,80,4
15382,11,1,8,73,13
15383,15,2,8,82,2
15384,11,1,8,70,1
15385,11,2,4,47,1
15386,15,2,8,82,10
15387,15,2,8,82,8
15388,15,2,8,71,1
15389,34,2,2,233,1
15390,34,2,2,229,1
15391,20,1,2,134,1
15392,15,1,8,71,1
15393,34,2,2,232,6
15394,42,1,2,283,3
15395,35,4,2,313,1
15396,42,1,2,283,1
15397,15,2,8,80,1
15398,34,2,2,233,1
15399,11,1,2,170,2
15400,34,2,2,228,1
15401,34,2,2,232,2
15402,11,2,8,73,3
15403,11,1,2,54,1
15404,34,2,2,233,1
15405,34,2,2,233,1
15406,34,2,2,232,2
15407,11,1,8,170,1
15408,34,2,2,228,1
15409,11,1,2,44,1
15410,11,1,2,54,1
15411,11,4,8,73,1
15412,15,2,8,82,8
15413,15,2,8,82,20
15414,34,2,2,232,24
15415,11,2,8,68,1
15416,20,1,2,134,1
15417,20,1,2,134,1
15418,42,1,2,283,3
15419,35,4,2,312,1
15420,15,2,8,82,4
15421,11,1,8,82,12
15422,20,1,2,134,1
15423,46,1,2,284,188
15424,11,2,7,75,1
15425,11,1,8,54,3
15426,11,1,8,80,1
15427,15,2,8,80,2
15428,34,2,2,232,22
15429,34,2,2,232,1
15430,11,2,8,73,1
15431,20,1,2,134,1
15432,11,1,8,70,5
15433,15,2,8,56,1
15434,11,1,8,74,1
15435,11,1,8,195,1
15436,42,1,2,283,4
15437,11,2,8,68,1
15438,11,1,8,70,4
15439,15,1,8,82,4
15440,20,1,2,134,1
15441,11,1,8,73,8
15442,34,2,2,227,1
15443,11,1,2,134,1
15444,34,2,2,232,1
15445,11,1,8,54,149
15446,34,2,2,232,9
15447,11,1,8,55,1
15448,20,1,2,134,1
15449,34,2,2,233,1
15450,15,1,8,71,1
15451,15,2,8,71,1
15452,20,1,2,134,1
15453,15,2,8,80,1
15454,34,2,2,229,2
15455,34,2,2,234,20
15456,11,1,8,71,1
15457,11,1,2,44,1
15458,34,2,2,235,12
15459,11,1,8,73,3
15460,40,3,2,10,1
15461,11,4,8,54,3
15462,34,2,2,228,27
15463,15,2,8,82,4
15464,15,2,8,82,19
15465,11,1,8,170,1
15466,34,2,2,232,1
15467,35,4,2,301,1
15468,34,2,2,232,2
15469,30,5,9,218,1
15470,15,2,8,82,1
15471,23,4,7,306,5
15472,21,1,2,135,1
15473,42,1,2,125,1
15474,34,2,2,227,1
15475,11,2,8,73,5
15476,11,1,8,68,1
15477,15,2,8,82,10
15478,11,1,8,82,4
15479,42,1,2,283,1
15480,15,2,8,71,1
15481,11,1,8,73,2
15482,11,1,8,87,1
15483,34,2,2,227,1
15484,11,1,8,170,2
15485,20,1,2,134,1
15486,11,1,8,56,1
15487,11,1,8,82,2
15488,11,4,8,42,1
15489,34,2,2,233,1
15490,34,2,2,232,1
15491,15,2,8,82,1
15492,11,1,8,71,2
15493,20,1,2,134,2
15494,11,1,8,56,1
15495,11,1,8,63,1
15496,34,2,2,228,2
15497,15,2,8,56,1
15498,15,1,2,71,2
15499,11,1,8,71,1
15500,15,2,8,82,2
15501,11,2,8,55,1
15502,34,2,2,227,1
15503,11,1,8,73,1
15504,11,1,8,73,3
15505,34,2,2,232,1
15506,11,1,4,54,1
15507,11,1,6,68,1
15508,34,2,2,232,59
15509,11,1,8,73,4
15510,11,1,2,80,1
15511,34,2,2,232,1
15512,54,4,2,360,1
15513,34,2,2,227,1
15514,34,2,2,232,5
15515,15,2,8,71,1
15516,15,2,8,82,26
15517,11,1,8,71,2
15518,34,2,2,233,1
15519,34,2,2,229,16
15520,11,1,8,62,1
15521,15,1,8,82,2
15522,11,1,8,54,2
15523,34,2,2,232,1
15524,34,2,2,232,1
15525,34,2,2,233,1
15526,15,2,8,71,1
15527,34,2,2,228,1
15528,11,4,8,75,1
15529,34,2,2,232,19
15530,34,2,2,228,1
15531,11,1,8,54,3
15532,34,2,2,227,2
15533,34,2,2,232,1
15534,11,1,8,54,1
15535,11,1,8,54,1
15536,11,2,8,54,1
15537,15,2,8,71,1
15538,34,2,2,230,1
15539,11,2,8,54,1
15540,34,2,2,227,3
15541,15,2,8,82,2
15542,11,1,8,54,1
15543,11,1,2,52,1
15544,15,2,8,82,7
15545,11,1,2,74,1
15546,11,2,7,75,1
15547,11,1,4,47,1
15548,11,1,8,65,1
15549,34,2,2,232,2
15550,23,4,7,306,1
15551,11,4,8,51,6
15552,11,1,8,82,6
15553,11,1,2,55,1
15554,11,1,8,80,1
15555,11,2,8,73,3
15556,11,1,8,73,16
15557,34,2,2,234,1
15558,40,4,2,10,1
15559,15,2,8,82,10
15560,34,2,2,232,9
15561,34,2,2,227,1
15562,34,2,2,232,3
15563,11,1,8,71,2
15564,20,1,2,134,1
15565,34,2,2,232,6
15566,34,2,2,228,1
15567,11,2,4,68,1
15568,35,4,2,312,1
15569,34,2,2,228,1
15570,11,1,8,170,1
15571,15,2,8,82,8
15572,11,2,7,75,1
15573,20,1,2,134,5
15574,11,1,8,54,1
15575,11,2,7,87,1
15576,34,2,2,232,20
15577,15,2,8,51,5
15578,11,1,8,170,1
15579,34,2,2,232,1
15580,15,2,8,82,15
15581,34,2,2,232,2
15582,34,2,2,229,1
15583,35,4,2,307,1
15584,11,1,8,54,1
15585,34,2,2,227,1
15586,15,1,2,82,14
15587,11,1,8,20,10
15588,34,2,2,232,3
15589,34,2,2,232,32
15590,11,1,8,187,1
15591,34,2,2,232,1
15592,11,1,8,71,5
15593,42,1,2,283,1
15594,11,1,8,73,1
15595,15,2,8,82,4
15596,11,1,8,55,1
15597,34,2,2,227,1
15598,11,1,8,80,2
15599,11,1,7,78,1
15600,34,2,2,229,35
15601,34,2,2,229,4
15602,11,1,8,51,10
15603,11,1,8,81,2
15604,11,1,8,54,3
15605,20,1,2,134,1
15606,42,1,2,291,1
15607,21,1,2,135,2
15608,11,2,2,54,1
15609,34,2,2,232,1
15610,11,1,8,82,12
15611,11,1,2,74,2
15612,11,1,2,55,1
15613,11,1,8,80,3
15614,13,1,6,345,1
15615,11,1,8,71,1
15616,15,2,8,82,12
15617,11,1,8,54,1
15618,11,1,8,73,4
15619,34,2,2,228,1
15620,11,1,8,71,2
15621,11,1,8,54,1
15622,15,2,8,82,1
15623,34,2,2,227,1
15624,11,1,8,71,5
15625,34,2,2,233,4
15626,11,1,8,54,4
15627,11,1,8,71,2
15628,11,1,8,71,1
15629,11,1,8,54,1
15630,15,2,8,82,2
15631,11,1,8,73,5
15632,34,2,2,233,1
15633,11,2,8,54,1
15634,34,2,2,232,1
15635,5,1,1,8,2
15636,34,2,2,233,29
15637,34,2,2,232,1
15638,34,2,2,228,1
15639,11,1,7,54,1
15640,34,2,2,228,1
15641,2,1,2,1,1
15642,11,1,8,82,10
15643,50,4,2,374,1
15644,34,2,2,232,2
15645,11,1,8,54,2
15646,11,1,2,55,1
15647,34,2,2,232,8
15648,11,1,6,68,1
15649,20,1,2,134,1
15650,34,2,2,233,1
15651,34,2,2,232,1
15652,42,1,2,283,2
15653,42,1,2,283,1
15654,34,2,2,235,178
15655,11,1,2,55,1
15656,15,2,8,68,1
15657,34,2,2,234,1
15658,34,2,2,229,4
15659,34,2,2,229,1
15660,11,1,7,54,1
15661,11,1,2,55,1
15662,34,2,2,232,3
15663,11,1,8,70,2
15664,35,4,2,301,5
15665,11,1,8,71,3
15666,34,2,2,233,1
15667,34,2,2,232,20
15668,15,2,8,71,1
15669,11,1,8,56,3
15670,34,2,2,232,2
15671,34,2,2,232,1
15672,11,2,8,75,9
15673,11,1,8,71,2
15674,11,1,8,56,1
15675,20,1,2,134,1
15676,34,2,2,227,2
15677,21,1,2,135,1
15678,11,1,8,170,1
15679,20,1,2,134,1
15680,11,1,8,71,1
15681,15,2,8,71,1
15682,11,1,4,54,2
15683,42,1,2,283,4
15684,20,1,2,134,1
15685,20,1,2,134,1
15686,11,1,2,80,2
15687,34,2,2,234,1
15688,11,1,6,54,1
15689,6,1,1,80,3
15690,11,1,8,80,8
15691,34,2,2,229,28
15692,11,2,7,75,2
15693,11,1,8,74,1
15694,34,2,2,232,1
15695,11,2,8,55,1
15696,34,2,2,232,2
15697,11,1,8,71,2
15698,34,2,2,232,4
15699,11,1,8,169,1
15700,34,2,2,229,1
15701,34,2,2,232,12
15702,11,1,8,70,7
15703,34,2,2,232,2
15704,15,2,8,82,14
15705,34,2,2,229,27
15706,11,1,2,75,1
15707,15,2,8,82,4
15708,11,2,7,75,2
15709,34,2,2,227,1
15710,11,1,8,71,1
15711,15,2,8,71,1
15712,34,2,2,230,1
15713,34,2,2,229,1
15714,11,1,2,71,1
15715,11,1,2,56,1
15716,15,2,8,80,2
15717,34,2,2,234,2
15718,15,2,8,82,12
15719,34,2,2,232,3
15720,11,1,8,54,1
15721,11,2,2,68,1
15722,11,1,2,25,1
15723,11,1,8,54,1
15724,34,2,2,233,2
15725,34,2,2,221,1
15726,34,2,2,227,1
15727,20,1,2,134,1
15728,11,2,7,75,1
15729,11,1,8,54,6
15730,11,2,8,68,1
15731,34,2,2,232,1
15732,34,2,2,234,8
15733,11,1,8,22,1
15734,20,1,2,134,1
15735,11,1,2,41,1
15736,11,1,8,73,1
15737,35,4,2,307,1
15738,34,2,2,233,17
15739,20,1,2,134,1
15740,11,1,8,161,1
15741,34,2,2,232,1
15742,47,1,2,122,1
15743,11,1,8,55,1
15744,11,2,8,68,1
15745,34,2,2,232,3
15746,20,1,2,134,1
15747,34,2,2,229,2
15748,34,2,2,232,2
15749,34,2,2,232,1
15750,20,1,2,134,1
15751,11,2,8,73,2
15752,15,2,8,80,1
15753,15,2,8,80,1
15754,34,2,2,227,1
15755,34,2,2,232,2
15756,11,2,4,170,1
15757,20,1,2,134,1
15758,34,2,2,229,12
15759,34,2,2,232,1
15760,11,1,8,68,1
15761,11,2,8,68,1
15762,42,1,2,283,1
15763,50,1,2,289,1
15764,20,1,2,134,1
15765,34,2,2,232,3
15766,15,2,8,71,2
15767,11,1,8,54,1
15768,11,1,8,54,1
15769,35,4,2,307,2
15770,11,2,8,73,5
15771,15,2,8,82,8
15772,34,2,2,227,2
15773,34,2,2,232,7
15774,34,2,2,232,1
15775,34,2,2,232,9
15776,34,2,2,232,4
15777,34,2,2,235,304
15778,34,2,2,233,1
15779,11,1,8,71,11
15780,11,1,8,54,14
15781,11,2,7,75,2
15782,34,2,2,232,2
15783,34,2,2,229,2
15784,15,2,8,82,14
15785,35,4,2,307,2
15786,25,3,2,10,1
15787,11,1,8,54,1
15788,15,2,8,82,7
15789,34,2,2,232,1
15790,34,2,2,233,1
15791,11,1,8,81,15
15792,34,2,2,227,1
15793,34,2,2,227,2
15794,34,2,2,228,1
15795,34,2,2,232,1
15796,34,2,2,233,1
15797,34,2,2,228,1
15798,11,2,8,73,2
15799,11,1,2,44,1
15800,11,2,8,68,2
15801,11,1,8,80,3
15802,34,2,2,232,23
15803,11,1,8,74,1
15804,42,1,2,283,1
15805,54,1,2,359,1
15806,34,2,2,232,1
15807,34,2,2,232,3
15808,11,1,6,68,1
15809,34,2,2,233,1
15810,11,1,8,71,9
15811,11,2,8,73,1
15812,34,2,2,233,1
15813,11,1,2,73,1
15814,11,1,8,73,3
15815,34,2,2,232,1
15816,34,2,2,229,20
15817,11,1,4,47,1
15818,34,2,2,232,1
15819,15,1,8,82,62
15820,20,1,2,134,1
15821,42,1,2,283,7
15822,21,1,2,135,1
15823,11,2,8,54,1
15824,11,1,8,54,1
15825,15,2,8,80,3
15826,11,1,2,82,1
